MSW93_Order	MSW93_Family	MSW93_Genus	MSW93_Species	MSW93_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterBirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MRLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MRLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Primates	Cebidae	Cebus	albifrons	Cebus albifrons	3	2520	-999	384.87	-999	1467.3	-999	-999	5	-999	158.49	2	0.54	0.1	547.5	1	-999	528	232	-999	16.8	-999	1313.76	25	-999	2	2	268.57	920	-999	208;543;730;890;1017;1297;1544;1547;1611;1763;1768;1848;2151;2251;2344;2463;2489;2493;2511;2655;2660;2986	-999	0.9	-999	-999	3105886	11.56	-13.21	-0.82	-55.24	-81	-68.12	0	8.75	0	0.11	192.99	252.69	1466.66	1559.7
Primates	Cebidae	Cebus	apella	Cebus apella	3	2760	-999	434.99	-999	2058.6	-999	-999	6	-999	154.99	2	1.15	1.26	657	1	-999	541.2	232	-999	23.9	-999	1642.49	7.9	-999	2	2	261.41	1110	-999	208;543;730;790;890;1015;1017;1132;1201;1297;1544;1547;1763;1767;1848;2151;2251;2308;2344;2463;2489;2493;2655;2660;2986	-999	0.82	-999	-999	10830499	7.12	-29.8	-11.34	-34.79	-78.14	-56.46	0	20.19	0	0.11	153.99	240.85	1290.6	1515.06
Primates	Cebidae	Cebus	capucinus	Cebus capucinus	3	3010	-999	378.4	-999	1460	-999	-999	4	-999	161.12	2	0.35	0.44	790.83	1	-999	657.6	239	-999	27.5	-999	1902.38	18.15	-999	2	2	510.73	1350	-999	208;543;730;890;1017;1052;1297;1544;1547;1767;1848;2151;2344;2463;2489;2493;2655;2660;2986	-999	0.75	-999	-999	431038	16.02	1.46	8.74	-74.85	-88.77	-81.81	2	50.9	3	0.14	216.57	240.5	1382.23	1666.97
Primates	Cebidae	Cebus	olivaceus	Cebus olivaceus	3	2800	-999	404.72	-999	2190	-999	-999	4	-999	-999	2	1.73	1.79	792.05	1.01	-999	492	-999	-999	24.6	-999	2190	11.45	-999	2	2	721.15	-999	-999	543;730;905;1017;1201;1544;1547;1848;2151;2308;2344;2463;2493;2655;2660;2986	-999	0.75	-999	-999	1484240	11.37	-1.8	4.78	-49.88	-70.6	-60.24	0	14.75	0	0.13	155.52	248.83	1476.63	1703.14
Primates	Cercopithecidae	Colobus	angolensis	Colobus angolensis	3	8990	-999	565	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	1.02	-999	-999	-999	-999	-999	9	-999	10.9	-999	-999	1	-999	-999	-999	208;1297;1347;1544;1547;1848;2344;2655;2660;2986	-999	-999	-999	-999	3019802	4.38	-12.71	-4.16	40.13	13.25	26.69	0	30.82	2	0.17	122.91	233.28	1225.27	1538.48
Primates	Cercopithecidae	Colobus	guereza	Colobus guereza	3	10000	-999	625	-999	1916.25	3055	10625	2	-999	169.07	1	0.17	-999	486.66	1	-999	294	445	-999	100	7	1672.91	7.6	-999	2	1	385.27	1530	-999	208;543;730;741;904;930;1297;1347;1544;1547;1763;1767;1822;1848;2344;2489;2493;2655;2660;2748;2986;3086	-999	0.96	-999	-999	3994317	14.41	-4.09	5.15	44.32	8.2	26.26	0	40.2	1	0.1	108.92	231.64	1126.47	1560.54
Primates	Cercopithecidae	Colobus	polykomos	Colobus polykomos	3	8610	-999	629.97	-999	3102.5	-999	-999	2	-999	172.81	-999	0.21	-999	442.41	1	-999	366	490	-999	23.5	11	1874.43	13.1	-999	-999	1	212.39	1240	-999	208;543;730;741;1297;1347;1544;1547;1577;1767;1848;2344;2489;2493;2655;2660;2986	-999	1.01	-999	-999	1028699	13.78	4.35	9.06	4.07	-16.82	-6.37	3	72.33	7	0.11	145.99	262.44	1128.83	1567.96
Primates	Cercopithecidae	Colobus	satanas	Colobus satanas	3	9150	-999	629.68	-999	-999	-999	-999	3	-999	192.89	1	0.44	-999	-999	0.99	-999	-999	-999	-999	26.9	9.5	-999	15.5	-999	2	1	-999	-999	-999	208;730;741;899;1297;1544;1547;1848;2344;2655;2660;2748;2878;2986	-999	-999	-999	-999	353215	5.15	-1.2	1.97	15.23	8.42	11.82	0	19	1	0.06	165.46	241.26	1329.54	1500.26
Primates	Cercopithecidae	Cercocebus	agilis	Cercocebus agilis	3	7120	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1544;1547;2655	-999	-999	-999	-999	1692986	8.86	-9.94	-0.54	37.88	11.11	24.49	0	14.26	1	0.12	139.56	243.17	1383	1575.7
Primates	Cercopithecidae	Cercocebus	galeritus	Cercocebus galeritus	3	7080	-999	510	-999	2372.5	-999	-999	2	-999	174.49	2	0.52	-999	-999	1.01	-999	252	-999	-999	70.6	26	2372.5	20.35	-999	2	1	-999	-999	-999	208;543;730;904;930;1297;1347;1544;1547;1611;1848;2344;2493;2655;2660;2986;3086	-999	-999	-999	-999	20246	-0.92	-3.29	-2.1	40.61	39.49	40.05	1	13.99	1	0.17	53.99	273.78	848.67	1747.56
Primates	Cercopithecidae	Cercocebus	torquatus	Cercocebus torquatus	3	7290	-999	660	-999	1704.55	-999	-999	1	-999	168.98	-999	-999	-999	434.35	1.01	-999	360	529	-999	12.3	21.1	1144.88	26.9	-999	-999	1	-999	-999	-999	208;543;730;1297;1347;1544;1547;1577;1766;1768;1848;2344;2489;2493;2655;2660;2986	-999	1.02	-999	-999	803283	11.49	-2.58	4.45	11.42	-15.07	-1.82	1	101.07	2	0.1	181.03	254.12	1259.72	1558.24
Primates	Cercopithecidae	Cercopithecus	ascanius	Cercopithecus ascanius	3	3540	-999	444.99	-999	1825	-999	-999	4	-999	148.5	-999	0.17	0.18	1580.45	1	-999	339.6	371	-999	107	34	1490.41	26.3	-999	-999	2	141.24	-999	-999	208;543;681;730;930;1297;1347;1544;1547;1848;2344;2463;2493;2655;2660;2986	-999	0.52	-999	-999	3012180	6.79	-12.21	-2.71	35.34	12.27	23.8	0	30.04	1	0.15	131.01	236.61	1302.52	1551.84
Primates	Cercopithecidae	Cercopithecus	campbelli	Cercopithecus campbelli	3	3640	-999	454.99	-999	-999	-999	-999	3	-999	180.92	-999	0.02	0.02	-999	1.02	-999	396	-999	-999	18	-999	-999	11	-999	-999	1	360.57	-999	-999	208;543;681;730;1544;1547;1848;2344;2655;2660;2986	-999	-999	-999	-999	533815	12.7	4.35	8.53	0.3	-16.79	-8.24	3	70.51	10	0.09	176.06	257.59	1235.92	1556.88
Primates	Cercopithecidae	Cercopithecus	cephus	Cercopithecus cephus	3	3440	-999	520	-999	1825	-999	-999	3	-999	169.57	1	0.24	0.24	-999	1.01	-999	276	338	-999	21.2	8	1320.08	11	-999	2	2	360.57	-999	-999	208;543;681;730;904;1062;1297;1347;1544;1547;1611;1848;2344;2463;2493;2655;2660;2878;2986;3086	-999	-999	-999	-999	898367	5.2	-6.05	-0.42	18.64	8.69	13.66	0	18.25	1	0.08	149.87	244.48	1299.85	1499.82
Primates	Cercopithecidae	Cercopithecus	diana	Cercopithecus diana	3	4370	-999	470	-999	1961.87	-999	-999	3	-999	-999	-999	1.27	1.32	365	1	-999	447.6	469	-999	16.6	24	1977.08	24.95	-999	-999	2	360.57	-999	-999	208;543;681;730;1347;1544;1547;1768;1848;2344;2489;2493;2655;2660;2986	-999	1.11	-999	-999	313531	8.95	4.35	6.65	-0.68	-12.73	-6.71	3	67.48	8	0.06	185.93	254.97	1340.75	1562.94
Primates	Cercopithecidae	Cercopithecus	dryas	Cercopithecus dryas	3	2780	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.02	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1544;1848;2655;2660	-999	-999	-999	-999	151925	0.95	-4.14	-1.59	24.52	21.18	22.85	2	8.19	2	0.14	161.66	248.93	1555.64	1610.36
Primates	Cercopithecidae	Cercopithecus	erythrogaster	Cercopithecus erythrogaster	3	3440	-999	457.49	-999	-999	-999	-999	2	-999	-999	1	-999	-999	-999	1.02	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	-999	-999	-999	208;899;1544;1547;1848;2655;2660	-999	-999	-999	-999	102344	7.66	4.45	6.06	6.75	1.55	4.15	24	260.97	55	0.15	137	263.19	1203.57	1586.83
Primates	Cercopithecidae	Cercopithecus	erythrotis	Cercopithecus erythrotis	3	3250	-999	434.99	-999	-999	-999	-999	2	-999	-999	1	-999	-999	-999	1.02	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	-999	-999	-999	899;1544;1547;1848;2344;2655;2660	-999	-999	-999	-999	87403	6.74	3.2	4.97	11.42	7.92	9.67	7	94.55	10	0.1	214.26	240.93	1236.12	1533.98
Primates	Cercopithecidae	Cercopithecus	hamlyni	Cercopithecus hamlyni	3	4620	-999	560	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.02	-999	324	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	543;1544;1547;1848;2344;2655;2660	-999	-999	-999	-999	328373	2.5	-6.02	-1.75	30.03	25.05	27.54	1	37.94	2	0.17	126.88	226.21	1442.29	1596.11
Primates	Cercopithecidae	Cercopithecus	lhoesti	Cercopithecus lhoesti	3	5320	-999	510	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	485.45	1	-999	192	-999	-999	5	-999	-999	17.4	-999	-999	2	-999	-999	-999	208;543;681;1297;1544;1547;1848;2344;2493;2655;2660;2986	-999	0.96	-999	-999	451166	3.74	-6.02	-1.13	31.05	25.05	28.05	1	48.91	2	0.15	127.13	225.56	1418.46	1597.58
Primates	Cercopithecidae	Cercopithecus	mitis	Cercopithecus mitis	3	5040	-999	574.99	-999	2087.8	3455.75	8650	4	-999	138.48	-999	0.11	0.11	565.75	1	-999	325.2	402	-999	70.4	-999	1779.37	16	-999	-999	2	683.61	-999	-999	208;543;681;730;1297;1544;1547;1748;1822;1848;2344;2489;2493;2655;2660;2986	-999	0.89	-999	-999	3406986	12	-33	-10.49	46.05	12.99	29.52	0	41.5	3	0.15	95.88	223.51	1034.61	1531.37
Primates	Cercopithecidae	Cercopithecus	mona	Cercopithecus mona	3	3980	-999	510	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.01	-999	360	281	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	208;543;1297;1544;1547;1848;2344;2655;2660;2986	-999	-999	-999	-999	652362	10.08	3.58	6.83	13.4	-0.94	6.22	6	120.6	7	0.13	135.42	256.97	1141.88	1580.2
Primates	Cercopithecidae	Cercopithecus	neglectus	Cercopithecus neglectus	3	5320	-999	510	-999	1704.55	-999	-999	3	-999	172.51	2	0.06	0.05	584	1	-999	315.6	260	-999	29.2	-999	1809.79	4.5	-999	2	2	414.9	1570	-999	208;543;681;730;904;930;1062;1297;1544;1547;1611;1763;1767;1848;2151;2344;2489;2493;2655;2660;2986	-999	0.87	-999	-999	2963266	8.48	-10.71	-1.11	36.62	9.31	22.96	0	18.75	1	0.11	138.29	241.12	1329.51	1559.68
Primates	Cercopithecidae	Cercopithecus	nictitans	Cercopithecus nictitans	3	5260	-999	549.99	-999	-999	-999	-999	4	-999	169.57	1	1.17	1.21	-999	1.01	-999	276	405	-999	22.5	13.9	1472.16	16	-999	2	2	-999	-999	-999	208;543;681;730;904;930;1062;1297;1347;1544;1547;1611;1848;2344;2655;2660;2878;2986	-999	-999	-999	-999	2185669	9.44	-6.05	1.69	27.38	-11.45	7.96	0	44.49	1	0.09	148.27	246.96	1267.15	1553.94
Primates	Cercopithecidae	Cercopithecus	petaurista	Cercopithecus petaurista	3	3240	-999	409.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.02	-999	228	-999	-999	26.3	-999	-999	14	-999	-999	-999	-999	-999	-999	543;730;1544;1547;1848;2655;2660;2986	-999	-999	-999	-999	619437	13.52	4.35	8.93	1.8	-16.82	-7.5	3	73.6	10	0.09	167.77	258.85	1205.31	1560.01
Primates	Cercopithecidae	Cercopithecus	pogonias	Cercopithecus pogonias	3	3580	-999	459.99	-999	1825	-999	-999	3	-999	169.57	1	1.17	1.21	-999	1	-999	289.2	338	-999	19.2	13	1472.16	15	-999	2	2	-999	-999	-999	208;543;681;730;904;930;1062;1347;1544;1547;1611;1848;2344;2493;2655;2660;2878;2986;3086	-999	-999	-999	-999	1592653	9.13	-6.05	1.53	24.14	7.92	16.03	0	19.87	1	0.09	146.05	245.26	1269.59	1538.71
Primates	Cercopithecidae	Cercopithecus	preussi	Cercopithecus preussi	3	5140	-999	545	-999	-999	-999	-999	4	-999	-999	-999	-999	-999	-999	1.02	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	2	-999	-999	-999	899;1544;1547;2655;2660	-999	-999	-999	-999	60553	6.42	3.14	4.78	10.48	7.86	9.17	9	121.4	10	0.1	234.82	245.41	1255.21	1565.51
Primates	Cercopithecidae	Cercopithecus	sclateri	Cercopithecus sclateri	3	3070	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.02	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1544;1547;2655;2660	-999	-999	-999	-999	30025	6.44	4.37	5.4	8.32	6.69	7.5	85	376.17	85	0.14	193.22	260.33	1260.96	1563.28
Primates	Cercopithecidae	Cercopithecus	solatus	Cercopithecus solatus	3	5260	-999	-999	-999	1733.75	-999	-999	-999	-999	-999	-999	-999	-999	547.5	1.01	-999	-999	-999	-999	-999	-999	-999	10	-999	-999	-999	-999	-999	-999	1544;1547;1848;2344;2655;2660	-999	0.9	-999	-999	14716	-0.03	-1.58	-0.8	12.55	11.29	11.92	1	1.58	1	0	173.49	248.16	1278.58	1502.74
Primates	Cercopithecidae	Cercopithecus	wolfi	Cercopithecus wolfi	3	3260	-999	479.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.02	-999	-999	435	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;1544;1547;1848;2655;2660	-999	-999	-999	-999	1439355	4.16	-7.77	-1.8	31.71	15.86	23.78	1	21.25	3	0.16	141.66	239.69	1428.73	1591.81
Primates	Cheirogaleidae	Cheirogaleus	major	Cheirogaleus major	1	448	-999	224.99	-999	-999	-999	-999	5	-999	69.99	1	0.02	0.02	-999	2.04	-999	180	18.1	76.7	68	1	364.99	1	4	2	2	45.71	-999	-999	208;543;1046;1048;1261;1297;1544;1545;1547;1848;2151;2344;2511;2655;2660;2986	-999	-999	-999	-999	180663	-12.36	-25.16	-18.76	50.45	44.07	47.26	4	34.35	5	0.19	143.99	206.62	1207.33	1567.78
Primates	Cheirogaleidae	Cheirogaleus	medius	Cheirogaleus medius	1	197	-999	224.99	-999	472.67	195	300	5	-999	61.79	1	0.02	3.83E-03	365	2.04	-999	231.6	14.7	-999	225	1	370.21	1	4	2	2	60.26	-999	-999	208;543;730;732;1046;1048;1261;1297;1544;1545;1547;1611;1822;1848;2041;2151;2344;2428;2493;2511;2655;2986	-999	1.11	-999	-999	122849	-12.49	-25.58	-19.03	49.82	43.22	46.52	2	11.99	3	0.19	85.08	240.48	899.72	1625.76
Primates	Cebidae	Chiropotes	albinasus	Chiropotes albinasus	3	2800	-999	440	-999	-999	-999	-999	3	-999	157.77	1	2.01	2.09	-999	1.02	-999	204	-999	-999	6.62	-999	-999	22.5	-999	2	1	-999	-999	-999	543;730;890;1297;1544;1547;1848;2151;2344;2464;2655;2660;2911;2986	-999	-999	-999	-999	660974	-1.78	-15.04	-8.41	-52.12	-61.81	-56.96	0	1.95	0	0.15	175.97	249.2	1323.7	1547.94
Primates	Cebidae	Chiropotes	satanas	Chiropotes satanas	3	2970	-999	416.89	-999	-999	-999	-999	3	-999	157.77	1	1.51	1.57	-999	1	-999	216	-999	-999	15.6	-999	-999	14.4	-999	2	1	-999	-999	-999	208;543;730;890;1297;1544;1547;1848;2151;2344;2464;2511;2655;2660;2911;2986	-999	-999	-999	-999	1405928	6.54	-11.21	-2.33	-43.72	-67.76	-55.74	0	6.52	0	0.11	156.24	249.67	1406.94	1646.57
Primates	Cercopithecidae	Chlorocebus	aethiops	Chlorocebus aethiops	3	4030	-999	560	-999	1596.87	-999	-999	2	-999	163.19	-999	0.36	-999	367.28	1	-999	379.2	345	-999	47.6	19	1465.47	19.2	-999	-999	1	199.93	990	-999	208;543;730;930;1297;1347;1544;1547;1577;1761;1763;1767;1848;1979;2344;2489;2493;2655;2660;2986	-999	1.11	-999	-999	14112846	19.5	-34.83	-7.66	46.17	-17.53	14.31	0	36.75	1	0.13	85.44	235.35	886.47	1529.93
Primates	Lemuridae	Eulemur	coronatus	Eulemur coronatus	2	1700	-999	352.27	-999	-999	-999	-999	4	-999	125	2	0.05	-999	-999	1.53	-999	-999	57.9	-999	102	-999	608.33	6.95	-999	2	2	-999	-999	-999	899;1046;1048;1261;1297;1544;1545;1546;1547;1848;2151;2344;2655	-999	-999	-999	-999	5720	-12.3	-13.81	-13.06	49.8	48.87	49.33	9	19.4	9	0.17	105.09	237.79	1253.32	1527.97
Primates	Lemuridae	Eulemur	fulvus	Eulemur fulvus	2	2390	-999	457.86	-999	970.9	746	2374.5	3	-999	120.83	1	0.05	6.10E-03	547.5	1.01	-999	444	75.1	-999	221	9.25	686.8	9.2	3	2	1	134.2	-999	-999	208;543;730;732;1046;1048;1261;1297;1544;1546;1547;1822;1848;2041;2151;2344;2428;2489;2493;2655;2660;2986;3086	-999	0.9	-999	-999	151793	-12.25	-25.17	-18.71	50.46	43.61	47.04	2	23.18	3	0.19	133.05	220.67	1139.15	1586.18
Primates	Lemuridae	Eulemur	macaco	Eulemur macaco	2	2480	-999	397.11	-999	868.7	-999	-999	4	-999	127.49	1	0.03	-999	365	1	1	360	60.7	-999	53.9	9.5	575.73	9.2	-999	2	2	143.28	-999	-999	208;543;1015;1046;1048;1261;1297;1544;1545;1546;1547;1848;2151;2344;2428;2493;2655;2986	-999	-999	-999	-999	8407	-13.31	-14.58	-13.94	49.06	47.81	48.44	8	22.02	8	0.18	134.19	222.55	1188.63	1717.63
Primates	Lemuridae	Eulemur	mongoz	Eulemur mongoz	2	1770	-999	354.85	-999	916.15	-999	-999	4	-999	128.99	1	0.05	0.05	-999	1	1	360	59.7	99.99	347	4	919.79	2.7	-999	2	2	150.15	-999	-999	208;543;730;899;1046;1048;1261;1297;1544;1546;1547;1768;1848;2151;2344;2428;2493;2655;2660;2986	-999	-999	-999	-999	7006	-15.68	-16.54	-16.11	47.58	45.6	46.59	6	22.11	6	0.18	125.88	261.99	932.21	1603.66
Primates	Lemuridae	Eulemur	rubriventer	Eulemur rubriventer	2	2040	-999	404.72	-999	-999	-999	-999	4	-999	126.99	1	0.13	-999	-999	1	-999	-999	85.3	-999	30	4.75	493.48	3.3	-999	2	2	150.23	-999	-999	208;1015;1046;1048;1261;1297;1544;1545;1546;1547;1848;2151;2344;2655;3089	-999	-999	-999	-999	56908	-13.8	-23.11	-18.45	50.03	46.7	48.36	5	35.25	8	0.18	178.11	194.33	1343.97	1575.52
Primates	Daubentoniidae	Daubentonia	madagascariensis	Daubentonia madagascariensis	1	2750	-999	400	-999	1277.5	-999	-999	6	-999	166.48	2	0.06	0.07	760.41	1	0.42	291.6	122	-999	39.8	1	775.73	1	2	2	2	197.7	1540	-999	208;511;543;899;1048;1261;1297;1544;1545;1547;1848;2145;2151;2344;2489;2493;2511;2655;2986	-999	-999	-999	-999	141980	-12.38	-25.2	-18.79	50.48	43.92	47.2	2	25	3	0.18	149.13	217	1216.27	1601.27
Primates	Cercopithecidae	Erythrocebus	patas	Erythrocebus patas	3	8010	-999	664.99	-999	1079.79	-999	-999	4	-999	167.2	-999	28.8	28.5	365	1	-999	286.8	624	-999	0.26	20.5	1054.36	28	-999	-999	2	210.41	2210	-999	208;543;681;730;1297;1347;1544;1547;1611;1763;1767;1848;2344;2489;2493;2655;2660;2986	-999	1.11	-999	-999	6948334	19.93	-3.98	7.97	37.99	-17.53	10.22	0	32.77	1	0.1	73.39	263.6	760.42	1596.49
Primates	Galagonidae	Euoticus	elegantulus	Euoticus elegantulus	1	296	-999	299.99	-999	-999	215.6	262	1	-999	133.54	-999	-999	-999	-999	1.02	-999	180	-999	-999	16.6	-999	-999	1	-999	-999	1	-999	-999	-999	208;223;730;1297;1544;1547;1848;2344;2655;2660;2986	-999	-999	-999	-999	901809	5.51	-6.05	-0.26	18.39	8.69	13.54	0	18.2	1	0.08	149.71	244.37	1298.21	1499.54
Primates	Galagonidae	Euoticus	pallidus	Euoticus pallidus	-999	278	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1547;2655	-999	-999	-999	-999	117645	6.57	3.2	4.89	14.36	7.93	11.14	6	73.22	6	0.11	192.29	242.5	1225.07	1514.77
Primates	Galagonidae	Galago	alleni	Galago alleni	1	269	-999	199.99	-999	341.27	-999	-999	2	-999	132.99	2	0.18	0.17	365	1.3	1	144	24	-999	16.6	-999	246.74	6	-999	2	1	-999	-999	-999	208;223;543;730;904;1297;1547;1768;1848;2344;2493;2655;2660;2986	-999	-999	-999	-999	574529	6.85	-6.05	0.39	14.59	6.02	10.31	0	52.26	1	0.09	166.91	243.69	1263.39	1505.69
Primates	Galagonidae	Galago	gallarum	Galago gallarum	-999	250	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	798527	8.73	-2.2	3.26	46.57	36.49	41.53	1	15.44	1	0.09	42.54	237.88	638.88	1631.51
Primates	Galagonidae	Galago	matschiei	Galago matschiei	-999	214	-999	160	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.99	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	223;1297;1544;1547;1848;2344;2655	-999	-999	-999	-999	184700	2.67	-3.33	-0.33	34.91	27.3	31.11	2	76.59	5	0.17	116.5	215.01	1391.64	1568
Primates	Galagonidae	Galago	moholi	Galago moholi	-999	194	-999	-999	-999	259.15	-999	-999	2	-999	122.33	-999	0.05	-999	182.5	1.6	-999	198	11.8	-999	172	-999	364.99	1	-999	-999	1	89.88	95	-999	223;1544;1547;1768;2151;2344;2489;2493;2655;2973	-999	1.59	-999	-999	5183682	0.23	-27.17	-13.46	40.84	11.73	26.28	0	24.77	1	0.17	80.12	217.3	852.21	1461.88
Primates	Galagonidae	Galago	senegalensis	Galago senegalensis	1	216	-999	160	-999	511	167.6	223.25	3	-999	127.15	-999	0.08	0.08	219	1.52	2	204	11.5	-999	90.4	-999	287.86	3.5	-999	-999	2	96.46	122	-999	208;223;543;730;1167;1297;1544;1547;1611;1822;1848;2344;2489;2493;2655;2660;2986	-999	-999	-999	-999	8867497	17.84	-13.94	1.95	46.5	-17.53	14.48	0	42.66	1	0.12	80.08	249.92	836.61	1594.8
Primates	Galagonidae	Galagoides	demidoff	Galagoides demidoff	1	67.1	-999	120	-999	359.52	63.2	63.8	4	-999	110.99	-999	0.01	9.60E-03	365	1.5	1.5	168	9.9	-999	58.4	-999	305.87	1	-999	-999	2	43.47	-999	-999	208;223;543;730;732;1297;1544;1547;1768;1822;1848;2344;2489;2493;2655;2660;2986	-999	-999	-999	-999	5029007	9.93	-12.14	-1.1	39.86	-13.5	13.17	0	41.04	1	0.13	136.05	241.39	1253.98	1539.76
Primates	Galagonidae	Galagoides	zanzibaricus	Galagoides zanzibaricus	-999	148	-999	-999	-999	365	-999	-999	4	-999	120	-999	0.01	0.01	182.5	1.2	2	-999	14.5	-999	169	-999	283.25	1	-999	-999	2	55.72	-999	-999	223;1260;1297;1544;1547;2151;2344;2493;2655	-999	-999	-999	-999	1375379	2.07	-25.76	-11.84	45.25	32.31	38.78	1	39.72	2	0.17	76	239.53	888.6	1570.98
Primates	Lemuridae	Hapalemur	aureus	Hapalemur aureus	2	1570	-999	305.08	-999	-999	-999	-999	2	-999	142.5	2	0.22	0.21	365	1.01	-999	-999	-999	-999	-999	4	-999	3	-999	2	1	-999	-999	-999	899;1046;1048;1261;1544;1546;1547;1848;2151;2344;2655	-999	1.11	-999	-999	9313	-20.72	-22.59	-21.66	47.82	46.74	47.28	8	45.96	8	0.18	165.45	185.24	1321.37	1516.85
Primates	Lemuridae	Hapalemur	griseus	Hapalemur griseus	2	956	-999	335	-999	996.45	-999	-999	2	-999	141.24	3	0.01	3.28E-03	334.58	1.02	-999	205.2	45.2	-999	62	4	869.91	3.1	-999	2	1	135.4	-999	-999	208;543;1046;1048;1167;1261;1297;1544;1546;1547;1848;2041;2151;2344;2428;2493;2655;2660;2986	-999	1.16	-999	-999	109626	-13.18	-25.16	-19.17	50.48	44.22	47.35	3	33.47	3	0.18	164.15	207.18	1267.72	1590.45
Primates	Lemuridae	Hapalemur	simus	Hapalemur simus	2	2040	-999	370	-999	-999	-999	-999	4	-999	139.99	2	0.63	-999	-999	1	1	144	-999	-999	-999	4	-999	7.5	-999	2	2	-999	-999	-999	543;1015;1046;1048;1544;1545;1546;1547;2041;2151;2344;2655	-999	-999	-999	-999	4565	-20.65	-22.87	-21.76	47.93	46.77	47.35	8	29.5	8	0.19	174.64	189.18	1334.86	1505.26
Primates	Hominidae	Gorilla	gorilla	Gorilla gorilla	3	114000	-999	1596.87	-999	3650	-999	-999	3	5140.2	256.99	1	4.11	-999	1430.8	1	-999	648	2100	-999	0.59	10	2828.74	6	-999	1	2	929.63	19000	-999	208;543;557;730;899;904;931;1167;1259;1297;1529;1544;1547;1577;1611;1763;1767;1848;2344;2489;2493;2655;2660;2878;2986;3086	-999	0.55	-999	-999	733663	7.82	-6.05	0.88	30.29	8.69	19.49	0	27.92	1	0.08	147.33	235.86	1316.69	1507.45
Primates	Indridae	Indri	indri	Indri indri	3	8650	-999	734.99	-999	-999	-999	-999	4	-999	136.5	1	0.12	0.12	912.5	1	0.42	-999	-999	-999	10.8	3.5	1559.07	3.1	2	2	1	330.26	-999	-999	208;511;730;899;1046;1048;1167;1261;1297;1544;1547;1848;2151;2344;2428;2493;2655;2660;2973;2986	-999	-999	-999	-999	39656	-14.65	-19.81	-17.23	49.93	47.78	48.86	8	44.05	11	0.18	187.11	199.75	1342.61	1594.77
